Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
3094,60,8,319,48,3529,227,223,131,750,Rawah,C7745,0
3239,270,12,108,23,931,189,244,194,1860,Neota,C7202,0
2614,232,16,85,37,1705,193,253,194,870,Commanche,C2704,1
3188,253,5,212,18,5797,209,243,173,1948,Rawah,C7201,1
3165,285,3,90,7,1128,212,239,165,335,Commanche,C7202,0
3065,337,10,30,6,552,199,227,167,1396,Rawah,C7202,0
2826,321,24,335,107,2663,152,209,193,175,Commanche,C7757,0
3013,83,24,285,87,1581,245,190,61,1337,Commanche,C7756,1
2880,294,23,90,11,5516,148,226,216,927,Rawah,C7745,1
2506,36,7,283,1,1087,220,225,141,1027,Commanche,C4703,1
3136,39,12,433,23,3947,220,213,126,3296,Rawah,C7745,1
2728,22,15,60,0,2706,210,208,131,4779,Rawah,C7700,1
3055,243,13,616,363,2324,194,250,193,1361,Commanche,C4758,1
3250,241,15,417,42,633,190,251,198,1697,Neota,C7202,0
1960,117,20,0,0,60,250,216,84,240,Cache,C2702,2
2691,41,16,366,96,1358,220,203,113,2124,Rawah,C7746,1
3287,348,7,636,12,2292,207,229,160,845,Commanche,C7201,0
2947,33,7,30,0,1570,219,226,143,2093,Commanche,C7756,1
3277,131,21,85,17,819,249,223,91,1216,Neota,C7700,1
3238,178,5,134,28,2619,223,243,155,2700,Rawah,C7745,6
2861,241,12,180,39,2673,197,250,190,2264,Commanche,C7756,0
3152,301,13,360,-22,1231,182,234,192,1200,Rawah,C7745,0
3089,121,25,362,153,1718,253,211,70,2791,Commanche,C7757,0
3708,321,3,1090,262,5362,212,236,163,3599,Commanche,C8776,6
3170,352,26,108,32,1454,166,186,152,2694,Commanche,C7700,0
3295,87,27,258,77,1565,247,186,50,1437,Neota,C7757,0
3285,349,8,212,44,1345,206,227,160,618,Rawah,C8771,0
3394,51,10,216,45,3010,225,219,127,1489,Commanche,C8771,6
2681,70,17,150,51,1560,236,205,94,323,Rawah,C7745,1
3159,261,20,190,34,3874,166,246,216,1338,Commanche,C8772,0
2936,323,9,108,18,3863,197,231,173,4830,Rawah,C7745,1
2896,302,9,446,17,3840,195,236,181,3485,Rawah,C4744,1
2780,23,15,335,110,335,210,207,130,2549,Rawah,C7700,1
2784,201,26,108,60,2773,199,252,173,1100,Commanche,C2705,1
3212,356,14,488,131,4161,197,214,154,677,Commanche,C7700,0
2359,299,14,162,53,1206,180,234,194,1441,Cache,C4703,5
3331,193,22,256,61,1158,212,251,163,942,Rawah,C8772,0
2303,333,21,255,107,685,166,208,178,474,Cache,C2717,2
2998,119,2,295,46,4270,223,237,149,2067,Rawah,C7745,1
3008,135,13,0,0,4011,240,234,120,2492,Rawah,C7745,0
2745,358,8,42,-2,1233,208,225,155,967,Commanche,C7757,0
2788,16,16,190,59,3090,204,205,134,6213,Rawah,C4744,1
3030,70,29,268,113,2356,236,169,44,2383,Commanche,C7757,0
2818,152,13,30,-2,4188,236,240,132,638,Rawah,C7202,0
3310,244,22,531,128,4324,170,251,214,2454,Commanche,C8771,0
2739,255,16,60,10,301,182,249,204,2355,Commanche,C4703,1
2843,156,16,95,20,2264,236,240,130,895,Commanche,C4758,0
2374,87,26,127,49,268,247,188,54,671,Cache,C2705,2
3077,53,10,60,7,3512,226,218,126,5281,Rawah,C7746,0
2733,336,11,218,82,2704,195,225,169,1260,Commanche,C4703,1
2260,236,32,524,-69,679,148,247,222,872,Cache,C2702,2
2833,118,17,134,42,2321,247,222,96,2845,Rawah,C7746,0
2535,294,3,256,27,731,211,238,165,1050,Cache,C2717,1
2940,347,9,85,17,3996,204,226,161,4928,Rawah,C7745,1
3154,291,14,641,46,5665,178,237,198,1366,Rawah,C7745,1
2167,20,27,162,78,268,191,173,107,552,Cache,C4703,5
3248,208,11,351,115,2890,212,251,173,993,Commanche,C7755,0
3120,298,6,457,56,2136,204,238,173,2382,Commanche,C7756,0
3116,79,16,510,-29,4094,239,210,96,4593,Rawah,C7746,0
2895,11,13,655,135,1100,206,213,143,2553,Commanche,C4704,1
2205,299,31,85,6,1324,118,210,224,666,Cache,C4703,2
3177,154,8,30,-2,2412,230,241,143,957,Rawah,C7202,0
2872,118,4,0,0,1677,226,236,145,2529,Commanche,C6101,1
2927,79,15,108,2,900,238,212,101,2052,Commanche,C7756,1
3080,330,10,285,-40,2023,196,228,171,2081,Commanche,C7756,1
2960,147,13,433,31,685,237,238,129,2173,Commanche,C7757,1
2666,52,19,541,23,3045,226,196,96,2818,Commanche,C4703,0
2642,344,18,42,10,850,182,209,165,1804,Rawah,C7745,1
2887,328,20,283,50,2563,167,212,183,2353,Rawah,C7745,1
2985,180,4,495,59,5070,221,242,156,6252,Rawah,C7102,1
2333,318,19,240,95,1020,165,219,192,912,Cache,C4703,5
3281,246,13,646,165,6072,193,250,194,2941,Rawah,C7746,1
3083,329,8,0,0,1172,200,230,169,1666,Neota,C7202,0
3197,129,28,319,73,3566,252,211,67,319,Commanche,C7757,0
3122,281,14,569,201,3154,181,241,200,2280,Commanche,C7755,0
2090,5,5,240,86,268,213,230,154,680,Cache,C4703,2
2923,58,12,134,12,2213,228,214,117,424,Commanche,C4758,0
3243,340,24,430,137,3677,163,197,169,3511,Commanche,C8776,6
3090,214,30,875,0,4246,178,251,193,1187,Commanche,C7757,1
3228,11,15,510,41,1937,202,208,140,1889,Commanche,C7757,0
3073,31,13,335,19,3747,216,210,128,2577,Rawah,C7700,0
2736,33,19,212,41,1681,213,195,111,1167,Commanche,C4703,1
3091,67,7,120,14,2106,228,226,132,1718,Rawah,C7746,0
2836,96,7,218,45,2183,232,230,131,1761,Commanche,C4758,1
2563,0,5,60,12,390,212,230,156,5645,Rawah,C7745,1
3201,20,8,480,57,6174,215,224,145,1194,Rawah,C7745,0
2412,193,30,90,52,446,201,247,159,1194,Cache,C2705,2
3296,27,8,124,10,1879,217,222,141,4808,Neota,C7201,0
3162,89,15,134,24,1273,242,214,98,2343,Rawah,C7746,1
2932,13,11,60,13,4669,210,218,145,5894,Rawah,C7102,1
2880,74,22,376,112,1782,240,193,73,1924,Commanche,C7757,1
3098,260,4,30,1,2654,210,242,170,569,Commanche,C7202,0
2758,37,26,430,190,1296,208,172,86,834,Commanche,C7757,1
3438,61,15,300,121,4164,231,207,105,808,Rawah,C8776,0
3231,97,14,417,99,742,242,219,104,5474,Neota,C7201,0
3120,85,9,42,6,1181,233,225,124,2389,Rawah,C7745,0
2555,55,15,210,26,495,228,206,107,2995,Rawah,C7745,1
3227,216,9,242,0,3636,211,249,173,1650,Commanche,C7756,1
3344,326,32,277,54,2831,127,187,191,2467,Rawah,C8772,0
3050,191,15,424,42,5678,218,250,162,1712,Rawah,C7745,1
2772,129,3,323,37,1638,225,237,148,2571,Rawah,C4744,1
2419,146,32,67,35,474,244,216,74,1231,Cache,C2705,2
3061,149,16,150,-38,834,239,237,122,1458,Rawah,C7201,0
3150,224,13,124,17,1127,203,252,184,1731,Commanche,C7756,0
2807,41,9,0,0,1398,221,221,134,2457,Rawah,C7745,0
2916,117,8,0,0,1159,234,233,131,3078,Rawah,C7202,0
2789,45,9,300,22,2195,223,220,132,1298,Rawah,C4744,1
3175,45,18,524,157,4615,222,199,105,2202,Rawah,C7745,0
2570,319,15,42,6,1549,179,225,185,1213,Commanche,C4703,1
3349,115,26,60,-10,2524,254,204,60,450,Commanche,C8772,6
2917,90,0,30,-1,2287,219,237,155,1908,Commanche,C7757,1
2825,214,12,124,19,2106,208,251,177,2691,Rawah,C7746,0
2857,26,15,182,69,1489,212,206,128,2493,Commanche,C7757,1
3218,90,3,552,71,2389,224,234,146,469,Commanche,C7202,0
3071,289,9,376,2,2059,196,239,183,2448,Commanche,C7755,1
2712,74,6,30,1,2230,228,228,135,2456,Commanche,C4704,1
3073,265,15,212,38,2812,181,246,203,1489,Commanche,C7202,1
2754,138,19,283,107,2241,245,230,105,2297,Commanche,C2705,2
3106,104,7,30,-1,1521,232,231,131,509,Commanche,C7756,0
2418,137,11,631,112,741,237,236,129,1158,Cache,C2717,5
3061,165,12,90,19,1657,230,244,143,153,Commanche,C7756,1
3197,346,25,216,72,3852,162,191,161,3452,Commanche,C7700,0
3179,125,12,270,90,1170,240,232,120,1230,Rawah,C7745,0
3252,192,9,30,3,3453,220,248,162,1448,Commanche,C7202,0
2913,133,24,175,63,6044,250,221,85,4276,Rawah,C7746,1
3102,85,25,277,56,3302,246,188,56,636,Commanche,C7757,0
2814,344,14,0,0,3519,192,218,164,6091,Rawah,C7102,1
3043,130,11,134,22,1290,238,234,125,1154,Commanche,C7756,1
2682,38,10,42,1,1400,220,217,131,644,Commanche,C7755,1
3027,95,10,469,39,5471,236,225,120,5291,Rawah,C4744,0
2848,344,8,95,4,2547,203,227,163,2340,Rawah,C7202,1
2830,67,2,150,4,713,221,235,151,524,Commanche,C7756,0
2733,355,8,90,19,1250,207,226,157,2402,Rawah,C7745,1
2916,297,7,424,12,4546,201,238,176,4901,Rawah,C3501,1
2811,223,16,402,116,886,198,253,189,1873,Commanche,C2705,4
2926,55,10,42,0,2176,226,219,126,2173,Rawah,C7745,0
2827,71,10,30,6,3658,231,221,121,6400,Rawah,C7102,1
3384,129,9,90,-15,4348,236,235,129,4213,Commanche,C7202,6
3092,315,5,42,6,5327,206,235,169,1040,Rawah,C7102,0
2548,334,32,218,116,825,132,180,177,1567,Commanche,C4703,1
2933,42,11,283,109,3553,222,215,127,2366,Rawah,C7745,1
2930,70,9,42,0,4590,230,223,125,4148,Rawah,C7745,0
3097,151,21,150,6,3522,241,235,113,841,Commanche,C7757,1
2548,112,11,150,9,2650,239,228,119,2554,Commanche,C6102,1
3625,31,6,258,88,1775,219,228,145,1806,Neota,C8776,6
2358,234,15,234,68,853,194,252,194,495,Cache,C2717,3
3040,225,9,42,3,2951,208,249,177,800,Commanche,C7202,0
3048,56,7,150,3,3204,225,225,134,1465,Rawah,C7745,0
3231,101,10,95,21,2977,236,227,121,2471,Rawah,C7745,0
2773,126,6,218,40,547,231,236,137,2462,Rawah,C7746,1
3041,90,3,696,174,6041,224,234,146,3740,Rawah,C7745,1
3211,356,13,234,116,4929,199,217,155,1809,Rawah,C7745,0
3188,348,6,421,93,5076,209,231,160,2062,Rawah,C7101,0
3212,49,13,30,4,3365,225,211,118,3234,Commanche,C7700,1
2958,345,14,379,148,1943,192,217,163,1047,Commanche,C4758,0
2654,37,9,0,0,1406,220,219,134,1510,Commanche,C4704,1
3059,277,25,495,262,2438,143,235,227,1396,Commanche,C7757,0
2972,180,1,95,0,2442,219,239,157,1832,Rawah,C7745,1
3107,129,28,324,40,1617,252,210,66,1425,Rawah,C7745,0
3437,118,11,541,152,2132,240,230,118,1489,Rawah,C8776,0
2803,103,9,335,5,510,235,229,125,417,Rawah,C7745,1
2438,40,21,108,44,726,216,188,98,1113,Commanche,C4703,5
3274,307,5,30,0,1775,206,237,170,1410,Commanche,C8771,0
3205,330,15,192,25,4552,183,220,176,912,Commanche,C7756,0
3152,183,10,120,6,3690,223,247,156,4763,Rawah,C7745,0
2785,315,2,60,-2,2486,214,237,161,3829,Rawah,C7202,1
3001,253,10,134,17,2912,198,247,187,516,Commanche,C7756,1
2978,7,12,170,23,5749,205,215,147,3660,Rawah,C7745,0
3117,269,19,767,201,3379,167,243,214,2113,Commanche,C7755,0
2916,355,10,446,46,4417,204,222,157,5559,Rawah,C4744,0
3097,33,14,182,34,5191,216,209,125,2781,Rawah,C7201,0
2682,98,23,212,75,1146,250,201,67,3458,Rawah,C7745,1
2579,12,12,120,17,924,207,215,143,1515,Commanche,C4704,1
2800,60,14,30,9,2143,230,209,108,2125,Commanche,C7202,4
2638,160,6,170,26,792,227,241,148,1052,Rawah,C4744,1
3084,7,8,247,26,5043,210,224,151,2722,Rawah,C7201,0
2656,271,20,60,15,1471,165,242,215,1150,Commanche,C4758,1
2947,115,19,234,58,2236,249,218,90,1983,Commanche,C7700,1
3040,160,5,371,0,3332,225,241,150,918,Commanche,C7756,1
3077,70,13,582,168,4220,234,214,109,4602,Rawah,C7745,0
2963,214,21,283,122,1092,195,254,188,371,Commanche,C7757,1
2995,83,8,67,0,1091,232,226,127,1328,Commanche,C7756,0
2916,124,5,30,0,5049,229,236,141,3477,Rawah,C6101,0
2755,180,7,124,10,2225,223,245,156,1448,Rawah,C4744,1
3168,57,15,666,164,2304,229,208,109,2730,Commanche,C7700,0
3300,191,21,67,6,2143,215,251,161,3720,Neota,C7756,0
3103,91,9,323,33,4974,235,226,122,1006,Rawah,C7745,1
2528,128,9,190,18,484,235,235,131,240,Rawah,C7745,1
2955,27,13,67,7,3883,214,212,131,2162,Rawah,C7202,1
2377,344,18,379,71,1022,181,209,165,1230,Cache,C4703,5
3030,301,15,182,35,2452,176,232,196,1410,Commanche,C7755,1
2767,110,5,175,8,1048,228,234,140,2418,Commanche,C4704,1
2556,46,21,90,-9,633,221,189,93,1320,Commanche,C4703,5
3073,218,14,95,4,2087,204,252,182,67,Commanche,C7755,0
3028,31,17,42,11,1183,214,202,119,2854,Commanche,C7201,0
2977,294,33,324,153,1203,110,211,231,1237,Commanche,C7757,0
3037,335,11,180,26,2648,195,225,169,6163,Rawah,C7745,0
3254,119,10,426,-76,691,237,232,125,3362,Neota,C7756,1
2544,44,25,0,0,726,217,176,81,1403,Commanche,C4703,5
2865,39,3,42,0,1385,220,232,149,2254,Rawah,C7745,1
2547,54,16,360,-23,1106,228,204,105,1237,Commanche,C2705,2
2986,6,10,256,6,1727,208,222,150,1521,Commanche,C7755,1
3045,329,10,268,39,1063,196,228,172,1866,Commanche,C7756,0
2611,164,3,335,42,1333,223,240,153,1421,Commanche,C4704,1
2562,113,27,579,-37,631,254,201,56,1312,Commanche,C2705,2
3343,87,23,365,53,3446,246,196,66,1694,Rawah,C7745,6
2997,50,15,108,27,1907,226,207,111,1332,Rawah,C7745,1
2774,141,18,510,140,2684,243,233,112,2015,Commanche,C4703,4
2801,102,13,234,51,1869,241,223,110,708,Commanche,C7755,1
2929,130,8,150,17,4651,233,236,135,2590,Rawah,C7201,1
2652,44,26,85,36,1273,216,175,80,972,Commanche,C7757,1
3158,300,10,67,13,2539,191,236,185,990,Commanche,C7202,0
3263,198,12,497,40,2940,216,250,167,3001,Commanche,C7756,1
3039,152,10,120,6,828,233,240,138,1533,Commanche,C7201,1
2730,207,24,42,17,618,196,253,181,2201,Commanche,C2705,1
2750,328,12,335,139,1777,191,226,175,2454,Commanche,C4703,5
3092,34,2,313,-34,2444,219,235,153,1718,Commanche,C7202,1
3247,123,13,595,39,3048,242,230,114,3078,Commanche,C7756,1
2678,54,12,240,-3,1595,227,214,118,5744,Rawah,C7745,1
2925,14,8,0,0,1127,213,224,148,2314,Rawah,C7202,1
2460,45,1,60,10,870,219,236,154,234,Cache,C2703,2
2296,100,22,537,138,1406,250,205,72,931,Cache,C2703,3
2850,273,10,150,12,2845,194,243,189,2474,Rawah,C7745,0
3038,38,17,1101,169,2673,218,201,113,1213,Commanche,C7700,1
2063,334,38,420,0,390,110,162,175,990,Cache,C2706,5
3080,72,34,150,5,1008,235,154,21,1233,Commanche,C7201,0
3111,319,25,67,11,3207,148,208,196,594,Rawah,C7745,0
3134,18,6,60,2,2088,216,227,149,2826,Rawah,C7202,0
3412,307,12,300,24,4979,187,233,186,3996,Commanche,C8771,6
2742,178,12,90,3,2170,225,247,152,1383,Rawah,C4744,1
3481,245,20,474,226,3127,176,251,209,642,Rawah,C8776,0
3420,217,26,430,110,3591,182,253,196,854,Rawah,C8772,0
3094,281,21,350,57,3201,157,236,217,1500,Commanche,C7700,0
3330,315,12,0,0,2186,189,230,181,1087,Commanche,C8772,6
3004,81,12,300,-3,3799,237,218,110,2522,Rawah,C7202,1
2928,356,11,150,21,2858,203,221,156,1091,Commanche,C7757,1
3082,43,9,60,8,4860,222,221,134,2347,Rawah,C7745,1
2860,4,9,108,5,3007,208,222,151,4000,Rawah,C7746,1
2625,172,31,108,42,1895,223,237,122,1333,Commanche,C2705,2
3166,37,21,618,140,1560,214,189,101,3476,Commanche,C7757,0
2857,56,7,350,20,2817,225,225,134,3755,Rawah,C7745,1
2926,74,10,30,2,5593,232,222,122,1482,Rawah,C7202,1
2807,90,11,192,37,3270,237,222,114,5134,Rawah,C7745,1
2910,111,16,67,16,4353,246,221,99,2776,Rawah,C7746,0
2588,296,31,120,49,864,121,214,226,1099,Commanche,C7700,1
2939,43,13,67,11,2897,222,212,122,1261,Commanche,C7757,0
2991,37,7,127,13,3951,220,224,139,5488,Rawah,C7745,1
2770,272,37,552,277,942,102,223,245,1744,Commanche,C7710,1
2917,20,5,42,4,1590,217,229,150,1785,Rawah,C7745,1
3089,81,10,272,1,4500,234,222,118,2582,Rawah,C7745,1
3222,318,18,124,29,4306,171,221,189,2341,Commanche,C7756,0
2841,204,10,277,93,1711,215,249,169,1154,Commanche,C4758,1
2930,104,19,67,14,2056,248,213,86,900,Rawah,C7746,0
2930,73,15,685,132,3141,236,211,103,642,Commanche,C4703,1
2937,165,13,499,61,2644,231,244,141,2021,Commanche,C7702,1
3206,291,19,162,2,4110,163,233,209,1782,Commanche,C7201,0
2985,23,7,212,45,1292,216,225,145,595,Commanche,C7202,0
2929,249,12,330,23,5467,193,249,193,4827,Rawah,C7745,1
2957,355,8,212,48,926,207,226,157,2078,Rawah,C7745,1
3097,186,17,228,28,2045,221,250,157,95,Commanche,C7755,0
2963,80,19,240,20,323,242,201,82,1261,Rawah,C7745,0
3306,7,15,700,103,2059,201,209,144,774,Commanche,C7755,0
3056,6,14,376,31,2758,201,212,146,1342,Commanche,C7757,0
3079,0,5,390,36,484,212,230,156,658,Neota,C7202,0
2705,103,6,0,0,1063,231,232,134,1921,Rawah,C7102,0
3178,69,12,408,26,6024,232,217,115,1084,Rawah,C7745,0
3310,163,25,679,40,3967,234,238,119,1537,Commanche,C7757,1
3122,355,6,67,1,2429,211,230,157,2028,Commanche,C7202,0
2918,98,16,242,53,2785,244,216,96,1873,Rawah,C7745,1
3004,135,2,968,32,5731,222,238,151,6055,Rawah,C7745,1
2860,40,8,376,68,2603,221,222,136,3312,Rawah,C4744,1
2898,115,11,30,4,911,239,230,120,2126,Rawah,C7202,1
3297,65,13,67,-5,1852,232,212,110,934,Commanche,C8772,6
3045,235,6,384,49,2385,210,245,173,1279,Commanche,C7756,1
3178,36,20,42,-1,1746,214,191,105,2285,Commanche,C7757,0
3241,1,15,841,38,1698,198,211,150,916,Commanche,C7755,0
3199,41,4,0,0,5693,220,230,146,900,Rawah,C7101,0
3326,194,23,417,169,2384,210,251,164,1033,Commanche,C7757,0
3144,90,21,450,121,2967,247,202,74,1148,Commanche,C7757,1
3123,101,13,201,43,3486,242,222,108,3039,Rawah,C7745,1
2545,46,13,30,4,658,224,211,119,1031,Rawah,C4201,1
3176,27,7,362,50,4582,218,225,144,2368,Rawah,C7745,1
3009,182,11,631,123,1549,223,247,156,1987,Commanche,C7756,1
3262,358,11,67,-3,1207,203,220,155,3154,Neota,C7202,1
2962,142,16,376,45,5381,242,234,116,2338,Rawah,C7746,1
3057,322,11,120,24,1741,193,229,176,3313,Commanche,C7755,1
2910,320,11,295,60,3020,192,230,177,1959,Commanche,C7201,0
2957,210,21,216,64,5160,199,254,183,1101,Rawah,C7746,1
3157,303,7,153,0,4586,202,237,174,1290,Rawah,C7745,0
3027,27,20,30,9,5112,207,192,114,1974,Rawah,C7745,0
2906,44,14,60,16,1633,222,209,118,1230,Commanche,C7755,1
2914,35,19,67,10,2335,215,196,111,1719,Commanche,C7757,0
2919,256,12,351,138,1140,193,247,193,1784,Commanche,C4704,1
2680,94,11,210,-1,1614,237,224,117,5721,Rawah,C7745,1
3381,203,7,90,-5,2885,217,247,166,480,Commanche,C8771,6
2964,81,9,201,24,1509,232,225,125,631,Commanche,C7756,1
3155,312,11,981,-47,1338,189,232,183,1215,Commanche,C7755,0
3028,36,8,170,3,1243,220,222,138,1663,Commanche,C7756,0
2893,149,13,67,3,750,236,239,130,1988,Rawah,C7202,1
2885,72,25,180,83,180,239,184,61,1044,Rawah,C7745,1
3283,0,8,256,57,1332,209,226,155,553,Rawah,C8771,0
3078,328,3,60,1,3795,212,236,162,2098,Rawah,C7202,0
3267,317,37,283,53,2683,101,181,205,2620,Rawah,C8772,0
2842,112,20,218,63,685,250,215,85,1027,Rawah,C7746,1
3247,249,4,351,36,997,211,242,170,2371,Commanche,C7756,1
2955,169,9,134,24,1652,227,244,149,853,Commanche,C7756,1
2750,61,2,67,0,1020,221,234,149,2275,Commanche,C4704,1
2845,88,16,277,42,2670,242,212,95,1846,Rawah,C7745,1
3055,222,19,42,13,558,193,254,192,612,Commanche,C7700,1
3231,56,5,234,26,3202,224,228,140,4683,Rawah,C8772,0
2922,126,6,190,15,4039,231,236,138,4188,Rawah,C7202,1
3009,278,29,182,83,2527,128,230,234,2658,Commanche,C7757,1
2931,117,23,313,104,1114,252,213,76,420,Rawah,C7746,4
2618,25,27,30,8,1740,195,171,100,6882,Rawah,C7745,1
2591,124,15,30,5,1110,244,228,108,418,Rawah,C7745,1
2931,36,10,85,0,2330,219,217,132,446,Commanche,C7755,1
2972,176,12,67,7,4022,226,246,150,2234,Rawah,C7746,1
2915,35,23,228,95,616,211,183,97,659,Commanche,C7757,1
2810,319,21,150,47,3803,161,216,193,1040,Rawah,C7745,1
3011,333,5,108,-6,751,208,233,164,1518,Neota,C7202,0
3033,103,9,552,-27,1120,235,229,125,1333,Rawah,C7745,1
3009,64,13,309,-5,2408,232,212,110,2614,Commanche,C7755,1
2935,202,10,306,89,2172,216,249,168,1275,Commanche,C7790,1
2864,335,16,671,284,1384,183,218,173,957,Commanche,C7757,1
2776,48,7,360,19,1825,223,225,137,2754,Rawah,C4744,1
2835,66,19,467,140,977,235,199,88,404,Commanche,C7700,0
2421,7,18,60,10,630,195,202,141,1290,Commanche,C4703,1
3221,0,16,750,128,2854,195,209,150,3684,Rawah,C7746,0
2748,94,11,0,0,1758,237,224,117,1666,Rawah,C4744,0
3229,158,8,350,27,2659,229,242,146,1209,Commanche,C7755,1
3118,227,9,592,77,566,207,249,179,1727,Commanche,C7202,1
2885,212,6,450,87,2052,215,246,168,800,Commanche,C7755,4
3155,131,22,234,37,3612,249,222,89,234,Commanche,C7757,0
3015,56,17,150,48,306,229,201,99,430,Commanche,C7757,1
2520,291,13,300,134,926,183,237,195,1410,Cache,C4703,1
2682,3,13,30,6,792,202,215,149,2018,Commanche,C7757,1
2783,72,12,150,4,2722,233,217,115,2167,Rawah,C4744,1
3422,53,21,708,135,2317,226,190,87,1421,Commanche,C7756,0
3186,122,16,395,81,930,245,226,104,1956,Rawah,C7745,1
3190,127,15,524,32,591,244,229,110,834,Neota,C7756,1
2885,121,1,301,36,2946,221,237,152,2672,Rawah,C4744,1
3017,338,15,90,20,175,186,217,170,309,Neota,C7201,0
3119,63,14,124,6,4924,232,211,108,2550,Rawah,C7745,1
2994,324,15,324,62,2985,181,223,181,1283,Commanche,C7756,1
2984,45,20,430,95,2880,221,193,98,782,Commanche,C7757,1
3148,138,6,30,-2,2220,230,238,141,752,Rawah,C7202,0
3155,273,33,120,35,997,115,228,241,2475,Rawah,C7746,0
2179,285,36,175,101,1392,99,212,240,659,Cache,C4703,2
2792,109,13,437,40,1758,242,225,110,2805,Rawah,C4744,1
3393,322,13,842,121,2250,187,227,179,1233,Commanche,C7756,0
3002,1,10,42,2,1826,206,222,153,1558,Rawah,C7745,0
2855,214,2,228,6,3048,217,240,160,2498,Rawah,C4744,1
2877,337,23,256,64,2852,164,202,174,1806,Commanche,C7757,1
2837,78,16,175,80,1531,239,209,95,1455,Commanche,C7757,4
3001,28,10,454,82,4938,216,217,136,6012,Rawah,C4744,1
2300,346,15,30,6,939,190,215,163,702,Cache,C2717,2
3023,7,9,90,15,2372,209,222,150,1050,Rawah,C7202,0
3014,45,12,124,23,4224,223,214,123,3730,Rawah,C7745,1
2988,84,14,270,-6,4308,239,216,105,2349,Rawah,C7745,1
3025,137,11,469,5,1597,237,236,128,1421,Commanche,C7756,1
2590,136,24,601,182,582,249,222,87,1357,Commanche,C2705,2
3416,148,19,95,9,4250,241,235,115,4231,Commanche,C7757,6
2323,304,20,42,11,1275,159,225,204,899,Cache,C4703,5
2952,333,10,201,5,1559,197,228,169,150,Commanche,C7202,1
3152,108,5,499,10,3466,228,234,141,3795,Rawah,C7745,0
2509,108,19,153,26,532,249,215,87,285,Cache,C4703,1
2985,79,12,319,45,3814,236,217,110,1939,Rawah,C7745,1
2886,246,27,420,237,1967,155,248,223,1530,Commanche,C4758,1
3381,103,16,655,215,1806,245,218,97,1802,Rawah,C8703,6
3200,60,5,805,119,1403,224,229,140,2467,Commanche,C7756,0
2862,42,30,270,48,1114,209,160,67,700,Commanche,C7757,1
2988,312,7,60,-1,5207,200,235,174,2596,Rawah,C7202,1
2853,354,7,552,21,630,209,228,157,1299,Commanche,C4704,1
2954,343,13,30,9,3572,194,220,165,2536,Rawah,C7202,1
2834,306,13,503,79,1954,183,232,189,957,Commanche,C4704,4
3327,64,11,60,-4,2845,230,217,118,1794,Commanche,C8771,6
2431,28,23,90,0,912,203,182,105,1226,Commanche,C4703,5
3120,49,23,690,60,1528,222,183,84,2258,Commanche,C7757,0
2642,30,20,150,0,1243,210,193,112,1770,Commanche,C4704,1
2914,171,6,85,13,4103,225,243,153,4179,Rawah,C7745,1
2712,130,13,108,29,2455,240,233,120,4837,Rawah,C4744,1
2891,21,8,300,10,1943,215,223,145,2885,Commanche,C7702,1
3273,353,12,579,45,1905,199,218,157,745,Commanche,C7755,0
3065,232,11,698,268,2210,202,250,185,1114,Commanche,C4758,1
2855,56,12,30,3,3364,228,214,117,4939,Rawah,C7102,0
2637,45,12,335,-9,1050,223,213,122,228,Rawah,C7201,1
2579,132,6,300,-15,67,230,237,140,6031,Rawah,C7745,1
2625,84,20,42,9,2173,244,202,80,2610,Commanche,C6102,5
3064,22,10,85,5,1405,214,218,140,1740,Commanche,C7756,0
2904,288,9,85,9,2033,195,239,184,716,Commanche,C7756,1
3057,58,10,660,32,3810,228,218,123,4589,Rawah,C7745,1
3256,150,27,182,72,1697,242,227,95,450,Commanche,C8772,6
3209,110,13,60,-2,4160,242,226,111,1794,Rawah,C7202,0
3105,297,3,192,41,1463,210,238,166,1126,Commanche,C7756,0
2832,330,23,0,0,920,160,206,182,1321,Commanche,C7700,1
2395,115,9,242,62,524,236,232,127,1332,Cache,C2702,5
3210,81,11,150,8,1507,235,221,117,591,Commanche,C7756,1
2942,306,11,0,0,1498,190,234,184,2282,Commanche,C7102,0
2992,69,20,570,182,570,237,197,83,849,Rawah,C7745,1
2392,162,14,150,23,1080,233,243,137,1641,Commanche,C2703,2
3235,166,9,618,28,1116,228,244,148,2348,Commanche,C7757,1
2804,213,5,210,53,1853,216,244,165,3129,Rawah,C4744,0
